"","Images","Masks"
"544","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/588.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/588.png"
"545","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/589.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/589.png"
"546","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/59.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/59.png"
"547","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/590.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/590.png"
"548","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/591.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/591.png"
"549","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/592.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/592.png"
"550","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/593.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/593.png"
"551","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/594.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/594.png"
"552","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/595.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/595.png"
"553","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/596.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/596.png"
"554","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/597.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/597.png"
"555","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/598.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/598.png"
"556","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/599.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/599.png"
"557","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/6.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/6.png"
"558","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/60.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/60.png"
"559","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/600.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/600.png"
"560","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/601.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/601.png"
"561","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/602.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/602.png"
"562","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/603.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/603.png"
"563","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/604.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/604.png"
"564","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/605.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/605.png"
"565","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/606.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/606.png"
"566","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/607.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/607.png"
"567","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/608.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/608.png"
"568","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/609.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/609.png"
"569","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/61.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/61.png"
"570","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/610.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/610.png"
"571","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/611.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/611.png"
"572","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/612.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/612.png"
"573","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/613.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/613.png"
"574","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/614.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/614.png"
"575","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/615.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/615.png"
"576","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/616.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/616.png"
"577","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/617.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/617.png"
"578","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/618.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/618.png"
"579","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/619.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/619.png"
"580","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/62.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/62.png"
"581","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/620.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/620.png"
"582","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/621.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/621.png"
"583","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/622.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/622.png"
"584","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/623.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/623.png"
"585","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/624.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/624.png"
"586","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/625.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/625.png"
"587","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/626.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/626.png"
"588","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/627.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/627.png"
"589","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/628.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/628.png"
"590","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/629.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/629.png"
"591","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/63.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/63.png"
"592","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/630.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/630.png"
"593","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/631.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/631.png"
"594","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/632.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/632.png"
"595","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/633.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/633.png"
"596","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/634.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/634.png"
"597","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/635.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/635.png"
"598","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/636.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/636.png"
"599","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/637.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/637.png"
"600","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/638.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/638.png"
"601","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/639.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/639.png"
"602","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/64.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/64.png"
"603","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/640.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/640.png"
"604","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/641.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/641.png"
"605","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/642.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/642.png"
"606","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/643.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/643.png"
"607","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/644.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/644.png"
"608","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/645.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/645.png"
"609","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/646.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/646.png"
"610","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/647.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/647.png"
"611","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/648.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/648.png"
"612","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/649.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/649.png"
"613","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/65.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/65.png"
"614","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/650.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/650.png"
"615","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/651.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/651.png"
"616","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/652.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/652.png"
"617","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/653.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/653.png"
"618","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/654.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/654.png"
"619","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/655.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/655.png"
"620","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/656.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/656.png"
"621","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/657.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/657.png"
"622","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/658.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/658.png"
"623","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/659.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/659.png"
"624","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/66.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/66.png"
"625","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/660.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/660.png"
"626","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/661.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/661.png"
"627","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/662.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/662.png"
"628","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/663.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/663.png"
"629","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/664.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/664.png"
"630","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/665.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/665.png"
"631","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/666.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/666.png"
"632","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/667.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/667.png"
"633","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/668.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/668.png"
"634","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/669.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/669.png"
"635","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/67.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/67.png"
"636","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/670.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/670.png"
"637","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/671.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/671.png"
"638","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/672.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/672.png"
"639","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/673.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/673.png"
"640","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/674.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/674.png"
"641","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/675.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/675.png"
"642","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/676.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/676.png"
"643","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/677.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/677.png"
"644","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/678.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/678.png"
"645","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/679.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/679.png"
"646","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/68.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/68.png"
"647","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/680.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/680.png"
"648","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/681.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/681.png"
"649","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/682.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/682.png"
"650","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/683.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/683.png"
"651","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/684.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/684.png"
"652","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/685.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/685.png"
"653","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/686.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/686.png"
"654","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/687.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/687.png"
"655","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/688.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/688.png"
"656","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/689.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/689.png"
"657","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/69.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/69.png"
"658","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/690.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/690.png"
"659","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/691.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/691.png"
"660","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/692.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/692.png"
"661","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/693.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/693.png"
"662","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/694.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/694.png"
"663","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/695.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/695.png"
"664","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/696.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/696.png"
"665","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/697.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/697.png"
"666","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/698.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/698.png"
"667","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/699.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/699.png"
"668","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/7.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/7.png"
"669","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/70.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/70.png"
"670","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/700.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/700.png"
"671","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/701.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/701.png"
"672","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/702.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/702.png"
"673","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/703.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/703.png"
"674","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/704.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/704.png"
"675","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/705.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/705.png"
"676","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/706.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/706.png"
"677","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/707.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/707.png"
"678","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/708.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/708.png"
"679","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/709.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/709.png"
"680","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/71.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/71.png"
"681","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/710.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/710.png"
"682","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/711.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/711.png"
"683","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/712.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/712.png"
"684","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/713.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/713.png"
"685","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/714.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/714.png"
"686","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/715.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/715.png"
"687","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/716.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/716.png"
"688","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/717.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/717.png"
"689","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/718.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/718.png"
"690","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/719.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/719.png"
"691","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/72.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/72.png"
"692","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/720.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/720.png"
"693","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/721.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/721.png"
"694","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/722.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/722.png"
"695","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/723.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/723.png"
"696","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/724.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/724.png"
"697","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/725.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/725.png"
"698","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/726.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/726.png"
"699","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/727.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/727.png"
"700","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/728.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/728.png"
"701","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/729.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/729.png"
"702","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/73.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/73.png"
"703","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/730.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/730.png"
"704","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/731.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/731.png"
"705","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/732.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/732.png"
"706","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/733.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/733.png"
"707","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/734.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/734.png"
"708","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/735.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/735.png"
"709","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/736.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/736.png"
"710","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/737.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/737.png"
"711","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/738.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/738.png"
"712","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/739.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/739.png"
"713","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/74.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/74.png"
"714","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/740.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/740.png"
"715","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/741.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/741.png"
"716","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/742.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/742.png"
"717","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/743.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/743.png"
"718","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/744.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/744.png"
"719","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/745.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/745.png"
"720","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/746.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/746.png"
"721","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/747.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/747.png"
"722","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/748.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/748.png"
"723","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/749.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/749.png"
"724","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/75.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/75.png"
